Tweet
"['siang', 'bisa', 'langsung', 'ditanyakan', 'ke', 'kebidanan', 'fk', 'ub', 'terima', 'kasih']"
"['jadwal', 'kegiatan', 'dies', 'natalis', 'ke', '54', 'ub', 'catat', 'tanggalnya', 'dan', 'semarakkan', 'acaranya']"
"['coming', 'soon', 'rangkaian', 'acara', 'dies', 'natalis', 'ke', '54', 'universitas', 'brawijaya']"
"['ub', 'io', 'beasiswa', 'aminef', 'untuk', 'pengajar', 'bahasa', 'inggris', 'di', 'ub', 'deadline', 'aplikasi', 'tanggal', '15', 'april', '2017', 'ub', 'official']"
"['ub', 'io', 'beasiswa', 'untuk', 'training', 'dan', 'studi', 'lanjut', 'ke', 'belgia', 'ub', 'official', 'ubtv', 'brawijaya']"
"['ub', 'periksa', 'soal', 'cek', 'jawaban', 'kamu', 'untuk', 'kembali', 'ke', 'soal', 'klik', 'nomornya', 'tombol', 'selesai', 'di', 'klik', 'jika', 'semua', 'soal', 'sudah', 'dijawab', 'nilai']"
"['ub', 'tes', 'kompetensi', 'ti', 'selama', '90', 'menit', '90', 'soal', '30', 'excel', '30', 'p', 'point', '30', 'word', 'soal', 'tiap', 'orang', 'berbeda', 'krn', 'bank', 'soal', 'lebih', 'dari', '3000']"
"['unileveridn', 'prosesi', 'penutupan', 'bulan', 'kesehatan', 'gigi', 'nasional', '2016', 'di', 'fkg', 'univ', 'brawijaya', 'bkgn', 'pepsodent', 'ub', 'official', 'tanyapepsodent']"
"['selamat', 'siang', 'untuk', 'jadwal', 'penerimaan', 'mahasiswa', 's2', 'bisa', 'dilihat', 'di', 'atau', 'di']"
"['kempanrb', 'bersama', 'korpri', 'meneguhkan', 'netralitas', 'dan', 'meningkatkan', 'profesionalisme', 'aparatur', 'sipil', 'negara', 'selamat', 'hut', 'korpri', 'ke', '45', 'https']"
"['ub', 'io', 'sosialisasi', 'studi', 's2', 'dan', 'beasiswa', 'dari', 'swedia', 'hari', 'ini', '16', '00', '17', '00', 'di', 'lt', '8', 'rektorat', 'ub', 'free', 'entry', 'kuota', 'terbatas', '150', 'kursi']"
"['ub', 'io', 'kesempatan', 'terbaru', 'untuk', 'studi', 's2', 'dan', 's3', 'di', 'luar', 'negeri', 'dengan', 'beasiswa', 'informasi', 'lebih', 'lengkap', 'ub']"
"['ub', 'io', 'forget', 'british', 'winter', 'education', 'fair', 'today', '13', '00', 'gedung', 'kebudayaan', 'mahasiswa', 'ub', 'ub', 'official']"
"['ub', 'io', 'program', 'pertukaran', 'pelajar', 'dari', 'aminef', 'untuk', 'd1', 'd3', 'dan', 's1', 'ub', 'official']"
"['ub', 'io', 'fullbright', 'scholarship', 'untuk', 's2', 'dan', 's3', 'telah', 'dibuka', 'silahkan', 'mengunjungi', 'ub', 'official']"
"['ub', 'io', 'british', 'winter', 'education', 'fair', 'miss', 'scholarships', 'info', 'many', 'ub', 'official', 'ubtv', 'brawijaya']"
"['ub', 'io', 'international', 'student', 'summit', 'adalah', 'agenda', 'tahunan', 'dikti', 'untuk', 'kompetisi', 'mahasiswa', 'asing', 'dan', 'lokal', 'se', 'indonesia', 'ub', 'official']"
"['ub', 'io', 'sosialisasi', 'international', 'student', 'summit', 'competition', 'unair', 'hari', 'ini', 'kamis', '13', '10', '16', 'pukul', '12', '00', 'di', 'lt8', 'rektorat', 'free']"
"['ub', 'pengumuman', 'jadwal', 'test', 'sertifikasi', 'kompetensi', 'ti', 'gelombang', '54']"
[]
"['ub', 'io', 'nuffic', 'neso', 'dan', 'daad', 'menawarkan', 'beasiswa', 'pendidikan', 'untuk', 's1', 'hingga', 's3', 'summer', 'course', 'dan', 'pelatihan', 'ub']"
"['ub', 'io', 'salah', 'satu', 'partner', 'ub', 'ritsumeikan', 'university', 'membuka', 'short', 'term', 'exchange', 'program', 'ub', 'official']"
"['rektor', 'selamat', 'dan', 'berbahagialah', 'menjadi', 'bagian', 'dari', '12', '000', 'mahasiswa', 'baru', 'ub', 'selamat', 'belajar', 'rajabrawijaya2016', 'pusaka54']"
"['pelepasan', 'balon', 'oleh', 'rektor', 'dan', 'dirjen', 'dari', 'kemenristekdikti']"
"['dengan', 'dibunyikannya', 'gong', 'secara', 'resmi', 'telah', 'dimulainya', 'pelaksanaan', 'pkk', 'maba', '2016', 'rajabrawijaya2016', 'pusaka54']"
"['rektor', 'universitas', 'brawijaya', 'beserta', 'jajaran', 'dan', 'undangan', 'memasuki', 'lapangan', 'upacara', 'rajabrawijaya2016', 'pusaka54']"
"['ayo', 'dukung']"
"['info', '4', 'pintu', 'gerbang', 'dibuka', 'pada', 'selasa', '30', 'agustus', '2016', 'pukul', '09', '00', 'wib', '15', '30', 'wib', 'dan', '17', '00', 'wib', 'selesai', 'rajabrawijaya2016']"
"['info', '3', 'pintu', 'gerbang', 'keluar', 'yang', 'dibuka', 'pintu', 'gerbang', 'pos', 'veteran', 'dan', 'pintu', 'gerbang', 'pos', 'bni', '46', 'rajabrawijaya2016']"
"['info', '2', 'penutupan', 'dilaksanakan', 'pada', 'hari', 'selasa', '30', 'agustus', '2016', 'pukul', '06', '30', '09', '00', 'wib', 'dan', '15', '30', '17', '00', 'wib', 'rajabrawijaya2016']"
"['info', '1', 'penutupan', 'jalan', 'masuk', 'pada', 'pintu', 'gerbang', 'pos', 'veteran', 'pos', 'bni', '46', 'pos', 'jl', 'haryono', 'makam', 'dan', 'pos', 'kpri', 'rajabrawijaya2016']"
